date,state,confirmed,deaths
2022-01-26,MS,411872,9830
2022-01-26,MT,606349,13962
2022-01-26,PA,642826,17311
2022-01-26,PB,483908,9647
2022-01-26,PE,677307,20607
2022-01-26,PI,340452,7359
2022-01-26,PR,1872026,41065
2022-01-26,RJ,1661208,69726
2022-01-26,RN,415433,7668
2022-01-26,RO,307568,6821
2022-01-26,RR,139783,2091
2022-01-26,RS,1746431,36749
2022-01-26,SC,1394287,20447
2022-01-26,SE,286187,6079
2022-01-26,SP,4592100,156950
2022-01-26,TO,262540,3989
2022-01-27,AC,96834,1861
2022-01-27,AL,252983,6421
2022-01-27,AM,515440,13913
2022-01-27,AP,147215,2045
2022-01-27,BA,1339384,27866
2022-01-27,CE,1050801,25083
2022-01-27,DF,589858,11156
2022-01-27,ES,798001,13465
2022-01-27,GO,1027657,24978
2022-01-27,MA,383200,10462
2022-01-27,MG,2609256,57093
2022-01-27,MS,416005,9845
2022-01-27,MT,612452,13981
2022-01-27,PA,644948,17319
2022-01-27,PB,487074,9672
2022-01-27,PE,682805,20615
2022-01-27,PI,341237,7361
2022-01-27,PR,1899387,41109
2022-01-27,RJ,1695972,69776
2022-01-27,RN,419885,7686
2022-01-27,RO,309783,6822
2022-01-27,RR,140646,2096
2022-01-27,RS,1767745,36791
2022-01-27,SC,1407597,20474
2022-01-27,SE,287212,6081
2022-01-27,SP,4609121,157209
2022-01-27,TO,264904,3993
2022-01-28,AC,97430,1862
2022-01-28,AL,256808,6426
2022-01-28,AM,521451,13922
2022-01-28,AP,149199,2047
2022-01-28,BA,1347375,27894
2022-01-28,CE,1077060,25175
2022-01-28,DF,595257,11164
2022-01-28,ES,817400,13478
2022-01-28,GO,1033296,24996
2022-01-28,MA,384940,10470
2022-01-28,MG,2650009,57137
2022-01-28,MS,419274,9857
2022-01-28,MT,617419,14001
2022-01-28,PA,647079,17335
2022-01-28,PB,490428,9686
2022-01-28,PE,688513,20621
2022-01-28,PI,341968,7364
2022-01-28,PR,1923313,41167
2022-01-28,RJ,1723682,69804
2022-01-28,RN,423505,7696
2022-01-28,RO,312107,6827
2022-01-28,RR,141628,2096
2022-01-28,RS,1793519,36822
2022-01-28,SC,1423561,20514
2022-01-28,SE,289076,6084
2022-01-28,SP,4624017,157494
2022-01-28,TO,267537,3997
2022-01-29,AC,97829,1866
2022-01-29,AL,257136,6431
2022-01-29,AM,526320,13929
2022-01-29,AP,150433,2049
2022-01-29,BA,1355500,27907
2022-01-29,CE,1107160,25237
2022-01-29,DF,595257,11164
2022-01-29,ES,827360,13487
2022-01-29,GO,1035258,25002
2022-01-29,MA,385884,10477
2022-01-29,MG,2680134,57214
2022-01-29,MS,422264,9870
2022-01-29,MT,619729,14009
2022-01-29,PA,647628,17340
2022-01-29,PB,494098,9695
2022-01-29,PE,695094,20627
2022-01-29,PI,342655,7368
2022-01-29,PR,1941986,41185
2022-01-29,RJ,1747887,69849
2022-01-29,RN,424807,7703
2022-01-29,RO,314027,6827
2022-01-29,RR,142296,2096
2022-01-29,RS,1814198,36853
2022-01-29,SC,1435746,20542
2022-01-29,SE,290298,6089
2022-01-29,SP,4638360,157817
2022-01-29,TO,267537,3997
2022-01-30,AC,98149,1868
2022-01-30,AL,257663,6436
2022-01-30,AM,528268,13936
2022-01-30,AP,151208,2051
2022-01-30,BA,1359487,27912
2022-01-30,CE,1119607,25239
2022-01-30,DF,595257,11164
2022-01-30,ES,834339,13490
2022-01-30,GO,1035258,25002
2022-01-30,MA,386148,10483
2022-01-30,MG,2705734,57306
2022-01-30,MS,423244,9878
2022-01-30,MT,621054,14021
2022-01-30,PA,648139,17343
2022-01-30,PB,497653,9702
2022-01-30,PE,697295,20635
2022-01-30,PI,343014,7377
2022-01-30,PR,1952061,41191
2022-01-30,RJ,1753395,69878
2022-01-30,RN,425866,7705
2022-01-30,RO,316282,6830
2022-01-30,RR,142566,2096
2022-01-30,RS,1821565,36863
2022-01-30,SC,1439607,20550
2022-01-30,SE,292167,6093
2022-01-30,SP,4646106,157854
2022-01-30,TO,269128,4001
2022-01-31,AC,101260,1871
2022-01-31,AL,258240,6441
2022-01-31,AM,529876,13950
2022-01-31,AP,151958,2051
2022-01-31,BA,1363312,27944
2022-01-31,CE,1124676,25245
2022-01-31,DF,606765,11174
2022-01-31,ES,848235,13524
2022-01-31,GO,1037046,25037
2022-01-31,MA,386567,10488
2022-01-31,MG,2713581,57314
2022-01-31,MS,428146,9898
2022-01-31,MT,624997,14044
2022-01-31,PA,650512,17355
2022-01-31,PB,498923,9716
2022-01-31,PE,698267,20643
2022-01-31,PI,344237,7389
2022-01-31,PR,1973247,41242
2022-01-31,RJ,1757151,69884
2022-01-31,RN,428630,7739
2022-01-31,RO,318313,6833
2022-01-31,RR,142645,2096
2022-01-31,RS,1826295,36873
2022-01-31,SC,1442511,20579
2022-01-31,SE,293716,6098
2022-01-31,SP,4648715,157954
2022-01-31,TO,271819,4004
2022-02-01,AC,101417,1877
2022-02-01,AL,261715,6446
2022-02-01,AM,534592,13962
2022-02-01,AP,153068,2053
2022-02-01,BA,1367697,27981
2022-02-01,CE,1131297,25332
2022-02-01,DF,612563,11186
2022-02-01,ES,864965,13562
2022-02-01,GO,1037097,25050
2022-02-01,MA,387999,10495
2022-02-01,MG,2737915,57331
2022-02-01,MS,431152,9912
2022-02-01,MT,630266,14066
2022-02-01,PA,653234,17363
2022-02-01,PB,499327,9723
2022-02-01,PE,704277,20659
2022-02-01,PI,345807,7398
2022-02-01,PR,1997215,41281
2022-02-01,RJ,1772794,69922
2022-02-01,RN,431134,7758
2022-02-01,RO,320984,6837
2022-02-01,RR,143511,2099
2022-02-01,RS,1827422,36943
2022-02-01,SC,1455023,20629
2022-02-01,SE,295696,6103
2022-02-01,SP,4665845,158160
2022-02-01,TO,273687,4008
2022-02-02,AC,102866,1877
2022-02-02,AL,262163,6451
2022-02-02,AM,537441,13981
2022-02-02,AP,154329,2054
2022-02-02,BA,1374028,28026
2022-02-02,CE,1131297,25332
2022-02-02,DF,617945,11197
2022-02-02,ES,881190,13585
2022-02-02,GO,1050619,25101
2022-02-02,MA,389276,10501
2022-02-02,MG,2777186,57440
2022-02-02,MS,433787,9930
2022-02-02,MT,634891,14082
2022-02-02,PA,656272,17382
2022-02-02,PB,504194,9738
2022-02-02,PE,712083,20682
2022-02-02,PI,347924,7405
2022-02-02,PR,2015500,41320
2022-02-02,RJ,1790994,69970
2022-02-02,RN,434608,7768
2022-02-02,RO,323699,6844
2022-02-02,RR,144582,2101
2022-02-02,RS,1850106,37000
2022-02-02,SC,1458544,20664
2022-02-02,SE,297332,6109
2022-02-02,SP,4666941,158523
2022-02-02,TO,276380,4013
2022-02-03,AC,105014,1881
2022-02-03,AL,262735,6456
2022-02-03,AM,541668,13991
2022-02-03,AP,155288,2055
2022-02-03,BA,1389564,28077
2022-02-03,CE,1160180,25450
2022-02-03,DF,625031,11208
2022-02-03,ES,897437,13607
2022-02-03,GO,1057811,25117
2022-02-03,MA,390765,10510
2022-02-03,MG,2805771,57575
2022-02-03,MS,436674,9946
2022-02-03,MT,639383,14103
2022-02-03,PA,658777,17400
2022-02-03,PB,504216,9755
2022-02-03,PE,716733,20701
2022-02-03,PI,349140,7419
2022-02-03,PR,2042294,41334
2022-02-03,RJ,1819607,70026
2022-02-03,RN,437415,7778
2022-02-03,RO,326272,6846
2022-02-03,RR,145077,2104
2022-02-03,RS,1885128,37041
2022-02-03,SC,1477548,20690
2022-02-03,SE,299127,6115
2022-02-03,SP,4704552,158872
2022-02-03,TO,278366,4016
2022-02-04,AC,105843,1886
2022-02-04,AL,267909,6461
2022-02-04,AM,545165,13998
2022-02-04,AP,155838,2057
2022-02-04,BA,1399401,28133
2022-02-04,CE,1175073,25412
2022-02-04,DF,631233,11217
2022-02-04,ES,913000,13645
2022-02-04,GO,1064685,25150
2022-02-04,MA,392338,10519
2022-02-04,MG,2833192,57655
2022-02-04,MS,440295,9970
2022-02-04,MT,644179,14128
2022-02-04,PA,661600,17414
2022-02-04,PB,512790,9770
2022-02-04,PE,722858,20712
2022-02-04,PI,350036,7436
2022-02-04,PR,2064885,41397
2022-02-04,RJ,1837001,70125
2022-02-04,RN,440390,7790
2022-02-04,RO,329658,6857
2022-02-04,RR,145604,2105
2022-02-04,RS,1904975,37092
2022-02-04,SC,1488428,20732
2022-02-04,SE,301161,6120
2022-02-04,SP,4723087,159242
2022-02-04,TO,280382,4018
2022-02-05,AC,105874,1894
2022-02-05,AL,268496,6466
2022-02-05,AM,547521,14006
2022-02-05,AP,156261,2057
2022-02-05,BA,1406018,28164
2022-02-05,CE,1180133,25427
2022-02-05,DF,631233,11217
2022-02-05,ES,919616,13655
2022-02-05,GO,1067660,25188
2022-02-05,MA,393087,10526
2022-02-05,MG,2862173,57754
2022-02-05,MS,442256,9978
2022-02-05,MT,647358,14143
2022-02-05,PA,663430,17425
2022-02-05,PB,516970,9791
2022-02-05,PE,728518,20722
2022-02-05,PI,350618,7437
2022-02-05,PR,2080186,41423
2022-02-05,RJ,1852994,70206
2022-02-05,RN,440390,7793
2022-02-05,RO,331548,6863
2022-02-05,RR,145856,2105
2022-02-05,RS,1923545,37161
2022-02-05,SC,1496869,20764
2022-02-05,SE,303004,6126
2022-02-05,SP,4740153,159536
2022-02-05,TO,280382,4018
2022-02-06,AC,105938,1897
2022-02-06,AL,269037,6471
2022-02-06,AM,548338,14011
2022-02-06,AP,156500,2057
2022-02-06,BA,1408323,28168
2022-02-06,CE,1182283,25502
2022-02-06,DF,631233,11217
2022-02-06,ES,924063,13665
2022-02-06,GO,1069858,25192
2022-02-06,MA,393466,10534
2022-02-06,MG,2876518,57868
2022-02-06,MS,443055,9992
2022-02-06,MT,648173,14158
2022-02-06,PA,664513,17441
2022-02-06,PB,520609,9805
2022-02-06,PE,729542,20729
2022-02-06,PI,351240,7444
2022-02-06,PR,2087788,41431
2022-02-06,RJ,1854963,70232
2022-02-06,RN,442435,7815
2022-02-06,RO,333291,6866
2022-02-06,RR,145883,2105
2022-02-06,RS,1927675,37175
2022-02-06,SC,1499449,20778
2022-02-06,SE,304586,6129
2022-02-06,SP,4745504,159589
2022-02-06,TO,281323,4021
2022-02-07,AC,105979,1899
2022-02-07,AL,269644,6478
2022-02-07,AM,549076,14024
2022-02-07,AP,157127,2059
2022-02-07,BA,1410619,28217
2022-02-07,CE,1183229,25542
2022-02-07,DF,640006,11230
2022-02-07,ES,934798,13701
2022-02-07,GO,1072457,25197
2022-02-07,MA,393535,10543
2022-02-07,MG,2880591,57894
2022-02-07,MS,445638,10003
2022-02-07,MT,651468,14180
2022-02-07,PA,667874,17458
2022-02-07,PB,521577,9832
2022-02-07,PE,731104,20736
2022-02-07,PI,352464,7466
2022-02-07,PR,2094041,41450
2022-02-07,RJ,1856969,70234
2022-02-07,RN,444277,7826
2022-02-07,RO,335746,6869
2022-02-07,RR,146205,2105
2022-02-07,RS,1932262,37185
2022-02-07,SC,1502015,20805
2022-02-07,SE,306977,6135
2022-02-07,SP,4749089,159615
2022-02-07,TO,283047,4024
2022-02-08,AC,107864,1905
2022-02-08,AL,270094,6484
2022-02-08,AM,551934,14034
2022-02-08,AP,157750,2064
2022-02-08,BA,1418945,28281
2022-02-08,CE,1187507,25580
2022-02-08,DF,644626,11243
2022-02-08,ES,946853,13726
2022-02-08,GO,1082676,25243
2022-02-08,MA,394839,10552
2022-02-08,MG,2906996,57950
2022-02-08,MS,448921,10031
2022-02-08,MT,656067,14197
2022-02-08,PA,671716,17476
2022-02-08,PB,522528,9848
2022-02-08,PE,736919,20754
2022-02-08,PI,353714,7479
2022-02-08,PR,2116752,41529
2022-02-08,RJ,1870522,70323
2022-02-08,RN,448501,7846
2022-02-08,RO,338545,6881
2022-02-08,RR,146589,2106
2022-02-08,RS,1948574,37290
2022-02-08,SC,1511055,20853
2022-02-08,SE,308316,6141
2022-02-08,SP,4764785,160060
2022-02-08,TO,284778,4028
2022-02-09,AC,108794,1909
2022-02-09,AL,274449,6492
2022-02-09,AM,554583,14045
2022-02-09,AP,158214,2068
2022-02-09,BA,1424629,28345
2022-02-09,CE,1191350,25653
2022-02-09,DF,649550,11256
2022-02-09,ES,957092,13760
2022-02-09,GO,1091634,25281
2022-02-09,MA,396564,10562
2022-02-09,MG,2933701,58075
2022-02-09,MS,452472,10047
2022-02-09,MT,660038,14210
2022-02-09,PA,675003,17494
2022-02-09,PB,528173,9871
2022-02-09,PE,742409,20771
2022-02-09,PI,354619,7497
2022-02-09,PR,2137621,41570
2022-02-09,RJ,1882077,70448
2022-02-09,RN,450878,7863
2022-02-09,RO,341370,6886
2022-02-09,RR,146641,2106
2022-02-09,RS,1964978,37384
2022-02-09,SC,1520112,20876
2022-02-09,SE,310100,6147
2022-02-09,SP,4782249,160542
2022-02-09,TO,286432,4033
2022-02-10,AC,109417,1914
2022-02-10,AL,275113,6499
2022-02-10,AM,557246,14052
2022-02-10,AP,158560,2072
2022-02-10,BA,1435389,28399
2022-02-10,CE,1195043,25687
2022-02-10,DF,653200,11265
2022-02-10,ES,966480,13786
2022-02-10,GO,1094916,25284
2022-02-10,MA,398065,10574
2022-02-10,MG,2960007,58203
2022-02-10,MS,456351,10071
2022-02-10,MT,663990,14227
2022-02-10,PA,678438,17513
2022-02-10,PB,531315,9886
2022-02-10,PE,748039,20789
2022-02-10,PI,355645,7514
2022-02-10,PR,2153188,41618
2022-02-10,RJ,1893620,70528
2022-02-10,RN,453703,7873
2022-02-10,RO,343812,6890
2022-02-10,RR,147675,2112
2022-02-10,RS,1981233,37417
2022-02-10,SC,1528594,20911
2022-02-10,SE,311648,6154
2022-02-10,SP,4801295,160839
2022-02-10,TO,287907,4039
2022-02-11,AC,110373,1914
2022-02-11,AL,276152,6509
2022-02-11,AM,559654,14059
2022-02-11,AP,158926,2076
2022-02-11,BA,1444048,28448
2022-02-11,CE,1198953,25726
2022-02-11,DF,656406,11280
2022-02-11,ES,974892,13820
2022-02-11,GO,1101952,25315
2022-02-11,MA,399650,10588
2022-02-11,MG,2982471,58346
2022-02-11,MS,459137,10081
2022-02-11,MT,667371,14243
2022-02-11,PA,681543,17534
2022-02-11,PB,535481,9914
2022-02-11,PE,754321,20808
2022-02-11,PI,356816,7526
2022-02-11,PR,2169873,41685
2022-02-11,RJ,1905090,70668
2022-02-11,RN,456349,7889
2022-02-11,RO,346227,6896
2022-02-11,RR,148200,2112
2022-02-11,RS,1997297,37479
2022-02-11,SC,1536862,20954
2022-02-11,SE,312522,6160
2022-02-11,SP,4821893,161156
2022-02-11,TO,289180,4046
2022-02-12,AC,110430,1917
2022-02-12,AL,280758,6517
2022-02-12,AM,562001,14063
2022-02-12,AP,159081,2078
2022-02-12,BA,1452365,28477
2022-02-12,CE,1202237,25793
2022-02-12,DF,656406,11280
2022-02-12,ES,977908,13835
2022-02-12,GO,1104650,25340
2022-02-12,MA,400515,10601
2022-02-12,MG,3004938,58411
2022-02-12,MS,462758,10090
2022-02-12,MT,669737,14251
2022-02-12,PA,681857,17540
2022-02-12,PB,539557,9933
2022-02-12,PE,759548,20820
2022-02-12,PI,357107,7535
2022-02-12,PR,2186697,41743
2022-02-12,RJ,1914945,70773
2022-02-12,RN,457476,7898
2022-02-12,RO,347274,6899
2022-02-12,RR,148925,2114
2022-02-12,RS,2012687,37566
2022-02-12,SC,1544587,20971
2022-02-12,SE,313316,6166
2022-02-12,SP,4837857,161441
2022-02-12,TO,289180,4046
2022-02-13,AC,110443,1923
2022-02-13,AL,281411,6525
2022-02-13,AM,562537,14064
2022-02-13,AP,159149,2078
2022-02-13,BA,1457280,28491
2022-02-13,CE,1203386,25796
2022-02-13,DF,656406,11280
2022-02-13,ES,979331,13846
2022-02-13,GO,1105423,25341
2022-02-13,MA,400604,10613
2022-02-13,MG,3015220,58459
2022-02-13,MS,464051,10102
2022-02-13,MT,670313,14269
2022-02-13,PA,683444,17544
2022-02-13,PB,542931,9942
2022-02-13,PE,761452,20828
2022-02-13,PI,357810,7545
2022-02-13,PR,2192446,41747
2022-02-13,RJ,1918651,70839
2022-02-13,RN,457809,7914
2022-02-13,RO,348484,6900
2022-02-13,RR,149178,2114
2022-02-13,RS,2018001,37577
2022-02-13,SC,1546672,20989
2022-02-13,SE,313534,6172
2022-02-13,SP,4844670,161489
2022-02-13,TO,289784,4053
2022-02-14,AC,112689,1926
2022-02-14,AL,282081,6535
2022-02-14,AM,562984,14067
2022-02-14,AP,159244,2082
2022-02-14,BA,1459086,28536
2022-02-14,CE,1204050,25807
2022-02-14,DF,662020,11296
2022-02-14,ES,985051,13879
2022-02-14,GO,1110426,25344
2022-02-14,MA,401125,10627
2022-02-14,MG,3014713,58505
2022-02-14,MS,467811,10118
2022-02-14,MT,673283,14294
2022-02-14,PA,687343,17566
2022-02-14,PB,544249,9956
2022-02-14,PE,762893,20835
2022-02-14,PI,358516,7558
2022-02-14,PR,2201600,41781
2022-02-14,RJ,1920434,70842
2022-02-14,RN,460587,7942
2022-02-14,RO,351274,6972
2022-02-14,RR,149373,2114
2022-02-14,RS,2021100,37586
2022-02-14,SC,1548005,21009
2022-02-14,SE,315449,6179
2022-02-14,SP,4848816,161517
2022-02-14,TO,290978,4060
2022-02-15,AC,112742,1934
2022-02-15,AL,282747,6544
2022-02-15,AM,564706,14073
2022-02-15,AP,159609,2086
2022-02-15,BA,1464432,28591
2022-02-15,CE,1206719,25851
2022-02-15,DF,664370,11304
2022-02-15,ES,990726,13921
2022-02-15,GO,1116033,25384
2022-02-15,MA,402329,10639
2022-02-15,MG,3026600,58519
2022-02-15,MS,470201,10136
2022-02-15,MT,677002,14316
2022-02-15,PA,691047,17586
2022-02-15,PB,545538,9976
2022-02-15,PE,768301,20854
2022-02-15,PI,359519,7571
2022-02-15,PR,2215752,41833
2022-02-15,RJ,1928598,70933
2022-02-15,RN,463152,7957
2022-02-15,RO,354248,6986
2022-02-15,RR,149902,2116
2022-02-15,RS,2036367,37665
2022-02-15,SC,1555742,21053
2022-02-15,SE,316015,6185
2022-02-15,SP,4864493,161768
2022-02-15,TO,292091,4067
2022-02-16,AC,113646,1937
2022-02-16,AL,287096,6554
2022-02-16,AM,565731,14076
2022-02-16,AP,159695,2091
2022-02-16,BA,1470387,28680
2022-02-16,CE,1210050,25887
2022-02-16,DF,666400,11312
2022-02-16,ES,996421,13944
2022-02-16,GO,1123689,25423
2022-02-16,MA,403624,10649
2022-02-16,MG,3051423,58600
2022-02-16,MS,474331,10164
2022-02-16,MT,680186,14328
2022-02-16,PA,694561,17611
2022-02-16,PB,549189,9989
2022-02-16,PE,768377,20875
2022-02-16,PI,360563,7580
2022-02-16,PR,2231949,41879
2022-02-16,RJ,1937810,70988
2022-02-16,RN,465764,7971
2022-02-16,RO,355377,6990
2022-02-16,RR,150481,2122
2022-02-16,RS,2050705,37706
2022-02-16,SC,1563413,21095
2022-02-16,SE,316926,6191
2022-02-16,SP,4882294,162165
2022-02-16,TO,293112,4074
2022-02-17,AC,114823,1940
2022-02-17,AL,287747,6566
2022-02-17,AM,566688,14083
2022-02-17,AP,159765,2095
2022-02-17,BA,1473788,28779
2022-02-17,CE,1212653,25929
2022-02-17,DF,669062,11327
2022-02-17,ES,1000948,13976
2022-02-17,GO,1129049,25443
2022-02-17,MA,405026,10662
2022-02-17,MG,3066431,58744
2022-02-17,MS,478055,10183
2022-02-17,MT,683040,14344
2022-02-17,PA,697370,17638
2022-02-17,PB,555776,10002
2022-02-17,PE,781202,20890
2022-02-17,PI,361320,7591
2022-02-17,PR,2243373,41927
2022-02-17,RJ,1946016,71074
2022-02-17,RN,467279,7978
2022-02-17,RO,358013,6990
2022-02-17,RR,151138,2124
2022-02-17,RS,2064886,37784
2022-02-17,SC,1569584,21125
2022-02-17,SE,317404,6197
2022-02-17,SP,4898289,162517
2022-02-17,TO,294000,4081
2022-02-18,AC,116210,1949
2022-02-18,AL,288183,6577
2022-02-18,AM,567973,14086
2022-02-18,AP,159832,2097
2022-02-18,BA,1481596,28854
2022-02-18,CE,1214933,25990
2022-02-18,DF,671405,11343
2022-02-18,ES,1004733,13995
2022-02-18,GO,1135829,25495
2022-02-18,MA,406369,10672
2022-02-18,MG,3080876,58873
2022-02-18,MS,481355,10205
2022-02-18,MT,685644,14350
2022-02-18,PA,700232,17658
2022-02-18,PB,558170,10015
2022-02-18,PE,787902,20905
2022-02-18,PI,362031,7599
2022-02-18,PR,2257132,41998
2022-02-18,RJ,1949779,71232
2022-02-18,RN,468698,7988
2022-02-18,RO,360405,7008
2022-02-18,RR,151454,2124
2022-02-18,RS,2079492,37846
2022-02-18,SC,1576894,21162
2022-02-18,SE,317786,6203
2022-02-18,SP,4913098,162797
2022-02-18,TO,294846,4086
2022-02-19,AC,116222,1953
2022-02-19,AL,288493,6587
2022-02-19,AM,568626,14087
2022-02-19,AP,159874,2097
2022-02-19,BA,1484531,28882
2022-02-19,CE,1216869,26041
2022-02-19,DF,671405,11343
2022-02-19,ES,1006173,14006
2022-02-19,GO,1139518,25521
2022-02-19,MA,407053,10683
2022-02-19,MG,3101011,58995
2022-02-19,MS,484775,10213
2022-02-19,MT,686995,14358
2022-02-19,PA,702058,17681
2022-02-19,PB,559371,10026
2022-02-19,PE,794096,20935
2022-02-19,PI,362504,7604
2022-02-19,PR,2268412,42040
2022-02-19,RJ,1960037,71278
2022-02-19,RN,469595,7997
2022-02-19,RO,359394,7000
2022-02-19,RR,151622,2125
2022-02-19,RS,2092296,37882
2022-02-19,SC,1583509,21179
2022-02-19,SE,317940,6210
2022-02-19,SP,4929347,163134
2022-02-19,TO,294846,4086
2022-02-20,AC,116249,1956
2022-02-20,AL,288591,6600
2022-02-20,AM,569354,14093
2022-02-20,AP,159900,2097
2022-02-20,BA,1485522,28900
2022-02-20,CE,1217245,26070
2022-02-20,DF,671405,11343
2022-02-20,ES,1006881,14011
2022-02-20,GO,1140504,25527
2022-02-20,MA,407253,10697
2022-02-20,MG,3106713,59107
2022-02-20,MS,486498,10224
2022-02-20,MT,687578,14370
2022-02-20,PA,703825,17689
2022-02-20,PB,562038,10038
2022-02-20,PE,795626,20953
2022-02-20,PI,362771,7607
2022-02-20,PR,2273055,42049
2022-02-20,RJ,1961856,71316
2022-02-20,RN,469833,8002
2022-02-20,RO,360079,7005
2022-02-20,RR,151636,2125
2022-02-20,RS,2096478,37908
2022-02-20,SC,1585067,21188
2022-02-20,SE,318291,6217
2022-02-20,SP,4935771,163160
2022-02-20,TO,295194,4090
2022-02-21,AC,117850,1959
2022-02-21,AL,288707,6611
2022-02-21,AM,569834,14095
2022-02-21,AP,159929,2097
2022-02-21,BA,1485803,28929
2022-02-21,CE,1217521,26080
2022-02-21,DF,675874,11361
2022-02-21,ES,1010389,14042
2022-02-21,GO,1143114,25546
2022-02-21,MA,407630,10710
2022-02-21,MG,3108970,59116
2022-02-21,MS,489240,10240
2022-02-21,MT,689823,14387
2022-02-21,PA,707013,17699
2022-02-21,PB,562837,10044
2022-02-21,PE,796669,20969
2022-02-21,PI,363448,7614
2022-02-21,PR,2277375,42074
2022-02-21,RJ,1963043,71323
2022-02-21,RN,472107,8020
2022-02-21,RO,361479,7013
2022-02-21,RR,151785,2125
2022-02-21,RS,2098858,37922
2022-02-21,SC,1586717,21210
2022-02-21,SE,318846,6223
2022-02-21,SP,4938241,163183
2022-02-21,TO,295954,4093
2022-02-22,AC,118436,1962
2022-02-22,AL,289311,6621
2022-02-22,AM,570599,14098
2022-02-22,AP,159973,2098
2022-02-22,BA,1489594,28977
2022-02-22,CE,1219743,26133
2022-02-22,DF,677699,11377
2022-02-22,ES,1013129,14053
2022-02-22,GO,1149491,25592
2022-02-22,MA,408928,10725
2022-02-22,MG,3120858,59139
2022-02-22,MS,491560,10254
2022-02-22,MT,692788,14412
2022-02-22,PA,709489,17716
2022-02-22,PB,563676,10057
2022-02-22,PE,801203,20992
2022-02-22,PI,364093,7619
2022-02-22,PR,2288231,42105
2022-02-22,RJ,1967184,71347
2022-02-22,RN,473741,8027
2022-02-22,RO,364123,7020
2022-02-22,RR,152146,2126
2022-02-22,RS,2111826,37978
2022-02-22,SC,1593501,21243
2022-02-22,SE,319379,6230
2022-02-22,SP,4954240,163493
2022-02-22,TO,296677,4095
2022-02-23,AC,119090,1966
2022-02-23,AL,289578,6633
2022-02-23,AM,571174,14101
2022-02-23,AP,160025,2100
2022-02-23,BA,1492965,29003
2022-02-23,CE,1221650,26190
2022-02-23,DF,678503,11392
2022-02-23,ES,1016005,14067
2022-02-23,GO,1153702,25623
2022-02-23,MA,410211,10739
2022-02-23,MG,3157454,59307
2022-02-23,MS,493531,10269
2022-02-23,MT,695355,14422
2022-02-23,PA,712145,17737
2022-02-23,PB,566562,10066
2022-02-23,PE,808836,21007
2022-02-23,PI,364418,7623
2022-02-23,PR,2299203,42160
2022-02-23,RJ,1977628,71419
2022-02-23,RN,475203,8034
2022-02-23,RO,366864,7036
2022-02-23,RR,152610,2130
2022-02-23,RS,2124000,38050
2022-02-23,SC,1598982,21276
2022-02-23,SE,319775,6234
2022-02-23,SP,4969667,163791
2022-02-23,TO,297294,4099
2022-02-24,AC,119112,1968
2022-02-24,AL,289789,6644
2022-02-24,AM,571749,14104
2022-02-24,AP,160053,2102
2022-02-24,BA,1496169,29056
2022-02-24,CE,1222448,26204
2022-02-24,DF,679912,11398
2022-02-24,ES,1019102,14095
2022-02-24,GO,1159298,25657
2022-02-24,MA,411512,10751
2022-02-24,MG,3170337,59416
2022-02-24,MS,496484,10284
2022-02-24,MT,697707,14428
2022-02-24,PA,714459,17760
2022-02-24,PB,569242,10071
2022-02-24,PE,815662,21031
2022-02-24,PI,364796,7628
2022-02-24,PR,2308884,42193
2022-02-24,RJ,1982921,71570
2022-02-24,RN,476395,8038
2022-02-24,RO,369076,7052
2022-02-24,RR,152889,2131
2022-02-24,RS,2134332,38138
2022-02-24,SC,1603766,21304
2022-02-24,SE,319923,6237
2022-02-24,SP,4984895,164094
2022-02-24,TO,297958,4103
2022-02-25,AC,120569,1969
2022-02-25,AL,290050,6654
2022-02-25,AM,572349,14110
2022-02-25,AP,160072,2102
2022-02-25,BA,1498735,29096
2022-02-25,CE,1224173,26221
2022-02-25,DF,680841,11409
2022-02-25,ES,1021032,14114
2022-02-25,GO,1163488,25709
2022-02-25,MA,412474,10764
2022-02-25,MG,3181947,59539
2022-02-25,MS,498438,10302
2022-02-25,MT,699560,14435
2022-02-25,PA,716501,17782
2022-02-25,PB,571651,10076
2022-02-25,PE,821592,21048
2022-02-25,PI,365032,7640
2022-02-25,PR,2317901,42220
2022-02-25,RJ,1989021,71659
2022-02-25,RN,477170,8047
2022-02-25,RO,371428,7054
2022-02-25,RR,153208,2131
2022-02-25,RS,2143415,38199
2022-02-25,SC,1608840,21324
2022-02-25,SE,320125,6240
2022-02-25,SP,4999659,164305
2022-02-25,TO,298389,4106
2022-02-26,AC,120569,1969
2022-02-26,AL,290568,6666
2022-02-26,AM,573001,14115
2022-02-26,AP,160078,2102
2022-02-26,BA,1501100,29143
2022-02-26,CE,1226040,26286
2022-02-26,DF,680841,11409
2022-02-26,ES,1021732,14119
2022-02-26,GO,1166122,25740
2022-02-26,MA,412820,10773
2022-02-26,MG,3193975,59589
2022-02-26,MS,500692,10318
2022-02-26,MT,700888,14440
2022-02-26,PA,717927,17793
2022-02-26,PB,573710,10080
2022-02-26,PE,828330,21058
2022-02-26,PI,365108,7647
2022-02-26,PR,2325021,42281
2022-02-26,RJ,1993810,71723
2022-02-26,RN,477381,8049
2022-02-26,RO,372266,7057
2022-02-26,RR,153637,2134
2022-02-26,RS,2151960,38259
2022-02-26,SC,1613315,21347
2022-02-26,SE,320273,6244
2022-02-26,SP,5010949,164516
2022-02-26,TO,298389,4106
